IDStudent,NameStudent,IDSubject,NameSubject,Grade
2151163355,Svend,KT572,Nguyen ly ke toan,2.95
2151163356,Carolyne,KT572,Nguyen ly ke toan,0.99
2151163357,Nathalie,KT572,Nguyen ly ke toan,3.79
2151163358,Pet,KT572,Nguyen ly ke toan,2.19
2151163359,Brett,KT572,Nguyen ly ke toan,0.2
2151163360,Dilly,KT572,Nguyen ly ke toan,0.19
2151163361,Hamnet,KT572,Nguyen ly ke toan,4.95
2151163362,Parnell,KT572,Nguyen ly ke toan,0.9
2151163363,Blythe,KT572,Nguyen ly ke toan,1.0
2151163364,Gabriella,KT572,Nguyen ly ke toan,5.02
2151163365,Isa,KT572,Nguyen ly ke toan,0.78
2151163366,Arlena,KT572,Nguyen ly ke toan,1.82
2151163367,Abigail,KT572,Nguyen ly ke toan,0.41
2151163368,Kerry,KT572,Nguyen ly ke toan,3.18
2151163369,Andree,KT572,Nguyen ly ke toan,4.54
2151163370,Jorrie,KT572,Nguyen ly ke toan,0.93
2151163371,Ofelia,KT572,Nguyen ly ke toan,2.35
2151163372,Eunice,KT572,Nguyen ly ke toan,7.15
2151163373,Aridatha,KT572,Nguyen ly ke toan,5.82
2151163374,Wolfgang,KT572,Nguyen ly ke toan,8.66
2151163375,Valli,KT572,Nguyen ly ke toan,6.35
2151163376,Marty,KT572,Nguyen ly ke toan,9.96
2151163377,Lily,KT572,Nguyen ly ke toan,0.35
2151163378,Tony,KT572,Nguyen ly ke toan,1.06
2151163379,Erwin,KT572,Nguyen ly ke toan,2.93
2151163381,Marietta,KT572,Nguyen ly ke toan,9.79
2151163382,Candice,KT572,Nguyen ly ke toan,1.61
2151163383,Gabriel,KT572,Nguyen ly ke toan,8.97
2151163384,Cody,KT572,Nguyen ly ke toan,4.45
2151163385,Averil,KT572,Nguyen ly ke toan,2.2
2151163386,Myriam,KT572,Nguyen ly ke toan,3.61
2151163387,Gerrie,KT572,Nguyen ly ke toan,7.85
2151163388,Aland,KT572,Nguyen ly ke toan,4.29
2151163389,Basilius,KT572,Nguyen ly ke toan,8.65
2151163390,Virgie,KT572,Nguyen ly ke toan,0.59
2151163391,Erhard,KT572,Nguyen ly ke toan,2.98
2151163392,Guillaume,KT572,Nguyen ly ke toan,2.07
2151163393,Krystalle,KT572,Nguyen ly ke toan,9.18
2151163394,Florette,KT572,Nguyen ly ke toan,6.8
2151163395,Batsheva,KT572,Nguyen ly ke toan,7.09
2151163396,Rustie,KT572,Nguyen ly ke toan,5.45
2151163397,Loni,KT572,Nguyen ly ke toan,1.19
2151163398,Zia,KT572,Nguyen ly ke toan,2.61
2151163399,Johnna,KT572,Nguyen ly ke toan,6.47
2151163400,Allsun,KT572,Nguyen ly ke toan,8.8
2151163401,Anabella,KT572,Nguyen ly ke toan,4.68
2151163402,Raymund,KT572,Nguyen ly ke toan,2.08
2151163403,Jeremie,KT572,Nguyen ly ke toan,1.94
2151163404,Kaela,KT572,Nguyen ly ke toan,6.86
2151163405,Ettie,KT572,Nguyen ly ke toan,9.67
2151163406,Terencio,KT572,Nguyen ly ke toan,3.38
2151163408,Hilliard,KT572,Nguyen ly ke toan,4.79
2151163409,Toiboid,KT572,Nguyen ly ke toan,4.08
2151163410,Hestia,KT572,Nguyen ly ke toan,8.89
2151163411,Rodina,KT572,Nguyen ly ke toan,2.88
2151163412,Gaby,KT572,Nguyen ly ke toan,2.34
2151163413,Alonso,KT572,Nguyen ly ke toan,4.35
2151163414,Rosalynd,KT572,Nguyen ly ke toan,7.61
2151163415,Concordia,KT572,Nguyen ly ke toan,8.91
2151163416,Magdalene,KT572,Nguyen ly ke toan,0.59
2151163417,Val,KT572,Nguyen ly ke toan,1.35
2151163418,Dukie,KT572,Nguyen ly ke toan,0.71
2151163419,Quint,KT572,Nguyen ly ke toan,1.37
2151163420,Cherin,KT572,Nguyen ly ke toan,7.64
2151163421,Emelyne,KT572,Nguyen ly ke toan,9.68
2151163422,Joscelin,KT572,Nguyen ly ke toan,8.31
2151163424,Karilynn,KT572,Nguyen ly ke toan,4.31
2151163425,Berty,KT572,Nguyen ly ke toan,2.42
2151163426,Jareb,KT572,Nguyen ly ke toan,7.26
2151163427,Heather,KT572,Nguyen ly ke toan,4.02
2151163428,Dion,KT572,Nguyen ly ke toan,3.64
2151163429,Celestina,KT572,Nguyen ly ke toan,2.65
2151163430,Hamid,KT572,Nguyen ly ke toan,5.81
2151163431,Herculie,KT572,Nguyen ly ke toan,4.78
2151163432,Maurizia,KT572,Nguyen ly ke toan,2.77
2151163433,Viv,KT572,Nguyen ly ke toan,9.23
2151163434,Jerrylee,KT572,Nguyen ly ke toan,7.94
2151163435,Tate,KT572,Nguyen ly ke toan,9.34
2151163436,Honoria,KT572,Nguyen ly ke toan,9.19
2151163437,Beitris,KT572,Nguyen ly ke toan,6.09
2151163438,Lisha,KT572,Nguyen ly ke toan,7.21
2151163439,Lishe,KT572,Nguyen ly ke toan,8.53
2151163440,Sollie,KT572,Nguyen ly ke toan,7.95
2151163441,Natasha,KT572,Nguyen ly ke toan,8.6
2151163442,Zaccaria,KT572,Nguyen ly ke toan,1.61
2151163443,Juana,KT572,Nguyen ly ke toan,0.55
2151163444,Shari,KT572,Nguyen ly ke toan,8.82
2151163445,Olympe,KT572,Nguyen ly ke toan,0.86
2151163446,Ema,KT572,Nguyen ly ke toan,3.34
2151163447,Allayne,KT572,Nguyen ly ke toan,2.71
2151163448,Estelle,KT572,Nguyen ly ke toan,3.78
2151163449,Percy,KT572,Nguyen ly ke toan,3.04
2151163450,Revkah,KT572,Nguyen ly ke toan,3.78
2151163451,Cherilyn,KT572,Nguyen ly ke toan,2.96
2151163452,Tova,KT572,Nguyen ly ke toan,4.06
2151163453,Magda,KT572,Nguyen ly ke toan,6.81
2151163454,Carolee,KT572,Nguyen ly ke toan,7.07
2151163455,Doyle,KT572,Nguyen ly ke toan,3.13
2151163456,Charyl,KT572,Nguyen ly ke toan,7.36
2151163457,Stan,KT572,Nguyen ly ke toan,0.33
2151163458,Clerissa,KT572,Nguyen ly ke toan,1.74
2151163459,Sigmund,KT572,Nguyen ly ke toan,3.69
2151163460,Stern,KT572,Nguyen ly ke toan,9.57
2151163461,Valma,KT572,Nguyen ly ke toan,5.94
2151163462,Eveleen,KT572,Nguyen ly ke toan,5.1
2151163463,Christalle,KT572,Nguyen ly ke toan,4.67
2151163464,Halley,KT572,Nguyen ly ke toan,6.03
2151163465,Winfred,KT572,Nguyen ly ke toan,3.2
2151163466,Corrie,KT572,Nguyen ly ke toan,0.06
2151163467,Susette,KT572,Nguyen ly ke toan,7.07
2151163468,Ilse,KT572,Nguyen ly ke toan,9.11
2151163469,Suzanne,KT572,Nguyen ly ke toan,0.12
2151163470,Glen,KT572,Nguyen ly ke toan,6.46
2151163471,Kit,KT572,Nguyen ly ke toan,2.9
2151163472,Kirstin,KT572,Nguyen ly ke toan,0.07
2151163473,Gavrielle,KT572,Nguyen ly ke toan,6.29
2151163474,Shayla,KT572,Nguyen ly ke toan,5.43
2151163475,Suki,KT572,Nguyen ly ke toan,8.18
2151163476,Sebastiano,KT572,Nguyen ly ke toan,4.61
2151163477,Rhonda,KT572,Nguyen ly ke toan,2.51
2151163478,Effie,KT572,Nguyen ly ke toan,3.88
2151163479,Aryn,KT572,Nguyen ly ke toan,5.64
2151163480,Angeline,KT572,Nguyen ly ke toan,8.52
2151163481,Klemens,KT572,Nguyen ly ke toan,1.58
2151163482,Hilario,KT572,Nguyen ly ke toan,7.6
2151163483,Linda,KT572,Nguyen ly ke toan,0.15
2151163484,Caritta,KT572,Nguyen ly ke toan,3.47
2151163486,Alissa,KT572,Nguyen ly ke toan,8.17
2151163487,Hazel,KT572,Nguyen ly ke toan,1.16
2151163488,Talyah,KT572,Nguyen ly ke toan,0.94
2151163489,Gregoor,KT572,Nguyen ly ke toan,3.21
2151163490,Ber,KT572,Nguyen ly ke toan,8.53
2151163491,Hildegaard,KT572,Nguyen ly ke toan,1.38
2151163492,Bret,KT572,Nguyen ly ke toan,3.14
2151163493,Lavena,KT572,Nguyen ly ke toan,8.33
2151163494,Giuditta,KT572,Nguyen ly ke toan,1.43
2151163495,Maynord,KT572,Nguyen ly ke toan,9.42
2151163496,Mattie,KT572,Nguyen ly ke toan,1.04
2151163497,Alaric,KT572,Nguyen ly ke toan,3.92
2151163498,Antoine,KT572,Nguyen ly ke toan,1.15
2151163499,Andreana,KT572,Nguyen ly ke toan,7.27
2151163500,Sallyann,KT572,Nguyen ly ke toan,1.1
2151163000,Georas,CSE123,Phan tich du lieu lon,9.06
2151163001,Mitchael,CSE123,Phan tich du lieu lon,2.62
2151163002,Margaret,CSE123,Phan tich du lieu lon,1.6
2151163003,Laverne,CSE123,Phan tich du lieu lon,7.03
2151163004,Montague,CSE123,Phan tich du lieu lon,8.06
2151163005,Hadrian,CSE123,Phan tich du lieu lon,4.2
2151163006,Harald,CSE123,Phan tich du lieu lon,1.06
2151163007,Becki,CSE123,Phan tich du lieu lon,5.06
2151163008,Roxy,CSE123,Phan tich du lieu lon,6.72
2151163009,Mindy,CSE123,Phan tich du lieu lon,0.23
2151163010,Casi,CSE123,Phan tich du lieu lon,5.19
2151163011,Carmencita,CSE123,Phan tich du lieu lon,7.73
2151163012,Tanney,CSE123,Phan tich du lieu lon,6.89
2151163013,Cary,CSE123,Phan tich du lieu lon,9.64
2151163014,Pascale,CSE123,Phan tich du lieu lon,4.5
2151163015,Wade,CSE123,Phan tich du lieu lon,5.29
2151163016,Diann,CSE123,Phan tich du lieu lon,9.88
2151163017,Inge,CSE123,Phan tich du lieu lon,8.52
2151163018,Mada,CSE123,Phan tich du lieu lon,8.86
2151163019,Karyn,CSE123,Phan tich du lieu lon,6.92
2151163020,Ralf,CSE123,Phan tich du lieu lon,0.27
2151163021,Selby,CSE123,Phan tich du lieu lon,8.88
2151163022,Doy,CSE123,Phan tich du lieu lon,4.75
2151163023,Electra,CSE123,Phan tich du lieu lon,3.86
2151163024,Valentia,CSE123,Phan tich du lieu lon,0.04
2151163025,Sidney,CSE123,Phan tich du lieu lon,2.21
2151163026,Elnora,CSE123,Phan tich du lieu lon,2.68
2151163027,Florinda,CSE123,Phan tich du lieu lon,8.86
2151163028,Elton,CSE123,Phan tich du lieu lon,8.12
2151163029,Hermy,CSE123,Phan tich du lieu lon,5.63
2151163030,Jessika,CSE123,Phan tich du lieu lon,7.34
2151163031,Nanny,CSE123,Phan tich du lieu lon,4.27
2151163032,Waiter,CSE123,Phan tich du lieu lon,2.95
2151163033,Margarethe,CSE123,Phan tich du lieu lon,8.93
2151163034,Reeta,CSE123,Phan tich du lieu lon,9.8
2151163035,Mannie,CSE123,Phan tich du lieu lon,9.34
2151163036,Mariellen,CSE123,Phan tich du lieu lon,6.16
2151163037,Laurena,CSE123,Phan tich du lieu lon,0.45
2151163038,Serge,CSE123,Phan tich du lieu lon,4.0
2151163039,Horton,CSE123,Phan tich du lieu lon,9.26
2151163040,Griffith,CSE123,Phan tich du lieu lon,3.39
2151163041,Baillie,CSE123,Phan tich du lieu lon,5.19
2151163042,Margarita,CSE123,Phan tich du lieu lon,7.06
2151163043,Jourdan,CSE123,Phan tich du lieu lon,6.32
2151163044,Pippy,CSE123,Phan tich du lieu lon,1.06
2151163045,Morgen,CSE123,Phan tich du lieu lon,7.24
2151163046,Sileas,CSE123,Phan tich du lieu lon,7.85
2151163047,Rabi,CSE123,Phan tich du lieu lon,6.76
2151163048,Augustus,CSE123,Phan tich du lieu lon,5.71
2151163049,Sherrie,CSE123,Phan tich du lieu lon,8.1
2151163050,Ezri,CSE123,Phan tich du lieu lon,8.8
2151163051,Gertrude,CSE123,Phan tich du lieu lon,1.27
2151163052,Kirbie,CSE123,Phan tich du lieu lon,5.34
2151163053,Haven,CSE123,Phan tich du lieu lon,2.93
2151163054,Maximilianus,CSE123,Phan tich du lieu lon,8.84
2151163055,Brett,CSE123,Phan tich du lieu lon,2.67
2151163056,Laurianne,CSE123,Phan tich du lieu lon,5.86
2151163058,Valida,CSE123,Phan tich du lieu lon,2.2
2151163059,Ware,CSE123,Phan tich du lieu lon,5.87
2151163060,Arleta,CSE123,Phan tich du lieu lon,6.13
2151163061,Lela,CSE123,Phan tich du lieu lon,4.77
2151163062,Agnesse,CSE123,Phan tich du lieu lon,8.89
2151163064,Ebonee,CSE123,Phan tich du lieu lon,7.82
2151163065,Jacquelin,CSE123,Phan tich du lieu lon,7.47
2151163066,Catina,CSE123,Phan tich du lieu lon,1.88
2151163067,Shani,CSE123,Phan tich du lieu lon,1.31
2151163068,Nicolas,CSE123,Phan tich du lieu lon,3.46
2151163069,My,CSE123,Phan tich du lieu lon,6.69
2151163070,Robert,CSE123,Phan tich du lieu lon,7.18
2151163071,Frederico,CSE123,Phan tich du lieu lon,9.3
2151163072,Gaultiero,CSE123,Phan tich du lieu lon,6.18
2151163073,Stephan,CSE123,Phan tich du lieu lon,0.51
2151163074,Waylon,CSE123,Phan tich du lieu lon,2.34
2151163075,Milissent,CSE123,Phan tich du lieu lon,8.29
2151163076,Brigid,CSE123,Phan tich du lieu lon,6.97
2151163077,Tiffanie,CSE123,Phan tich du lieu lon,7.79
2151163078,Paco,CSE123,Phan tich du lieu lon,9.85
2151163079,Denni,CSE123,Phan tich du lieu lon,4.83
2151163080,Kimbell,CSE123,Phan tich du lieu lon,0.66
2151163081,Jaye,CSE123,Phan tich du lieu lon,9.72
2151163082,Morlee,CSE123,Phan tich du lieu lon,4.98
2151163083,Issi,CSE123,Phan tich du lieu lon,8.99
2151163084,Annmarie,CSE123,Phan tich du lieu lon,6.43
2151163085,Reynold,CSE123,Phan tich du lieu lon,8.39
2151163086,Louise,CSE123,Phan tich du lieu lon,1.63
2151163087,Nerte,CSE123,Phan tich du lieu lon,2.25
2151163088,Giacinta,CSE123,Phan tich du lieu lon,3.42
2151163089,Danna,CSE123,Phan tich du lieu lon,4.24
2151163090,Thorvald,CSE123,Phan tich du lieu lon,8.67
2151163091,Gabriel,CSE123,Phan tich du lieu lon,9.02
2151163092,Andrus,CSE123,Phan tich du lieu lon,6.17
2151163093,Liane,CSE123,Phan tich du lieu lon,6.71
2151163094,Germana,CSE123,Phan tich du lieu lon,3.33
2151163095,Maiga,CSE123,Phan tich du lieu lon,5.22
2151163096,Lucretia,CSE123,Phan tich du lieu lon,7.31
2151163097,Jereme,CSE123,Phan tich du lieu lon,4.54
2151163098,Matt,CSE123,Phan tich du lieu lon,7.94
2151163099,Mohandas,CSE123,Phan tich du lieu lon,4.35
2151163100,Christophe,CSE123,Phan tich du lieu lon,3.88
2151163101,Nikoletta,CSE123,Phan tich du lieu lon,2.72
2151163102,Moishe,CSE123,Phan tich du lieu lon,9.96
2151163103,Deina,CSE123,Phan tich du lieu lon,8.13
2151163104,Ernaline,CSE123,Phan tich du lieu lon,4.3
2151163105,Leslie,CSE123,Phan tich du lieu lon,8.2
2151163106,Jarret,CSE123,Phan tich du lieu lon,3.68
2151163107,Mira,CSE123,Phan tich du lieu lon,9.45
2151163108,Rorie,CSE123,Phan tich du lieu lon,2.4
2151163109,Masha,CSE123,Phan tich du lieu lon,4.09
2151163110,Kristofer,CSE123,Phan tich du lieu lon,6.56
2151163111,Kyla,CSE123,Phan tich du lieu lon,0.65
2151163112,Christian,CSE123,Phan tich du lieu lon,1.54
2151163113,Gabriell,CSE123,Phan tich du lieu lon,3.47
2151163114,Gabriela,CSE123,Phan tich du lieu lon,0.06
2151163115,Josie,CSE123,Phan tich du lieu lon,7.87
2151163116,Chloette,CSE123,Phan tich du lieu lon,8.05
2151163117,Shanna,CSE123,Phan tich du lieu lon,5.3
2151163118,Linea,CSE123,Phan tich du lieu lon,6.15
2151163119,Matthus,CSE123,Phan tich du lieu lon,9.89
2151163120,Lou,CSE123,Phan tich du lieu lon,6.53
2151163121,Jaime,CSE123,Phan tich du lieu lon,5.11
2151163122,Wait,CSE123,Phan tich du lieu lon,2.09
2151163123,Stearn,CSE123,Phan tich du lieu lon,5.68
2151163124,Reynold,CSE123,Phan tich du lieu lon,6.71
2151163125,Antin,CSE123,Phan tich du lieu lon,4.62
2151163126,Talbert,CSE123,Phan tich du lieu lon,6.68
2151163127,Booth,CSE123,Phan tich du lieu lon,0.89
2151163128,Zaccaria,CSE123,Phan tich du lieu lon,1.84
2151163129,Waylan,CSE123,Phan tich du lieu lon,1.91
2151163130,Melisent,CSE123,Phan tich du lieu lon,1.91
2151163131,Glynn,CSE123,Phan tich du lieu lon,3.5
2151163132,Rebecka,CSE123,Phan tich du lieu lon,6.34
2151163133,Adey,CSE123,Phan tich du lieu lon,7.28
2151163134,Ailey,CSE123,Phan tich du lieu lon,7.27
2151163135,Jackqueline,CSE123,Phan tich du lieu lon,7.17
2151163136,Rockie,CSE123,Phan tich du lieu lon,1.65
2151163137,Leone,CSE123,Phan tich du lieu lon,7.55
2151163138,Bendicty,CSE123,Phan tich du lieu lon,2.28
2151163139,Nellie,CSE123,Phan tich du lieu lon,7.79
2151163140,Lorry,CSE123,Phan tich du lieu lon,3.21
2151163141,Maire,CSE123,Phan tich du lieu lon,4.91
2151163142,Giusto,CSE123,Phan tich du lieu lon,1.14
2151163143,Netta,CSE123,Phan tich du lieu lon,2.73
2151163144,Allis,CSE123,Phan tich du lieu lon,6.6
2151163145,Boniface,CSE123,Phan tich du lieu lon,7.61
2151163146,Christiano,CSE123,Phan tich du lieu lon,1.67
2151163147,Marcy,CSE123,Phan tich du lieu lon,4.81
2151163148,Orlan,CSE123,Phan tich du lieu lon,8.96
2151163149,Araldo,CSE123,Phan tich du lieu lon,5.25
2151163150,Alexandros,CSE123,Phan tich du lieu lon,7.07
2151163151,Abrahan,CSE123,Phan tich du lieu lon,0.61
2151163152,Jedidiah,CSE123,Phan tich du lieu lon,5.47
2151163153,Bourke,CSE123,Phan tich du lieu lon,2.81
2151163154,Roobbie,CSE123,Phan tich du lieu lon,5.7
2151163155,Yoshi,CSE123,Phan tich du lieu lon,6.13
2151163156,Gabriele,CSE123,Phan tich du lieu lon,2.14
2151163157,Mycah,CSE123,Phan tich du lieu lon,3.55
2151163158,Ulberto,CSE123,Phan tich du lieu lon,9.01
2151163159,Sheri,CSE123,Phan tich du lieu lon,9.91
2151163160,Angelia,CSE123,Phan tich du lieu lon,3.84
2151163161,Marrissa,CSE123,Phan tich du lieu lon,2.39
2151163162,Manda,CSE123,Phan tich du lieu lon,4.53
2151163163,Katina,CSE123,Phan tich du lieu lon,4.15
2151163164,Eugene,CSE123,Phan tich du lieu lon,6.67
2151163165,Barbi,CSE123,Phan tich du lieu lon,3.39
2151163166,Tandi,CSE123,Phan tich du lieu lon,8.12
2151163168,Allyn,CSE123,Phan tich du lieu lon,0.89
2151163169,Rina,CSE123,Phan tich du lieu lon,5.02
2151163170,Hortensia,CSE123,Phan tich du lieu lon,1.15
2151163171,Jeth,CSE123,Phan tich du lieu lon,9.47
2151163172,Viviana,CSE123,Phan tich du lieu lon,7.75
2151163173,Netti,CSE123,Phan tich du lieu lon,1.28
2151163174,Ema,CSE123,Phan tich du lieu lon,1.3
2151163175,Dom,CSE123,Phan tich du lieu lon,0.62
2151163176,Thorvald,CSE123,Phan tich du lieu lon,7.51
2151163177,Denys,CSE123,Phan tich du lieu lon,6.18
2151163178,Janeen,CSE123,Phan tich du lieu lon,0.92
2151163179,Neill,CSE123,Phan tich du lieu lon,6.45
2151163180,Lorrin,CSE123,Phan tich du lieu lon,0.52
2151163181,Tobi,CSE123,Phan tich du lieu lon,3.85
2151163182,Hamil,CSE123,Phan tich du lieu lon,8.17
2151163183,Shannon,CSE123,Phan tich du lieu lon,1.33
2151163184,Raymund,CSE123,Phan tich du lieu lon,4.88
2151163185,Lonnie,CSE123,Phan tich du lieu lon,4.44
2151163186,Garwood,CSE123,Phan tich du lieu lon,5.92
2151163187,Cathee,CSE123,Phan tich du lieu lon,6.1
2151163188,Caresse,CSE123,Phan tich du lieu lon,3.4
2151163189,Alyse,CSE123,Phan tich du lieu lon,7.13
2151163190,Belicia,CSE123,Phan tich du lieu lon,9.06
2151163191,Pearle,CSE123,Phan tich du lieu lon,7.91
2151163192,Corine,CSE123,Phan tich du lieu lon,5.53
2151163193,Sandie,CSE123,Phan tich du lieu lon,3.94
2151163194,Giorgi,CSE123,Phan tich du lieu lon,1.85
2151163195,Bengt,CSE123,Phan tich du lieu lon,4.34
2151163196,Lorelei,CSE123,Phan tich du lieu lon,5.85
2151163197,Rayna,CSE123,Phan tich du lieu lon,1.35
2151163198,Darrel,CSE123,Phan tich du lieu lon,6.78
2151163199,Emmalynn,CSE123,Phan tich du lieu lon,4.79
2151163200,Oralia,CSE123,Phan tich du lieu lon,1.84
2151163201,Denna,CSE123,Phan tich du lieu lon,0.1
2151163202,Aurelie,CSE123,Phan tich du lieu lon,1.65
2151163203,Arlette,CSE123,Phan tich du lieu lon,2.24
2151163204,Emelyne,CSE123,Phan tich du lieu lon,2.26
2151163205,Bert,CSE123,Phan tich du lieu lon,1.15
2151163206,Andras,CSE123,Phan tich du lieu lon,5.18
2151163207,Johnna,CSE123,Phan tich du lieu lon,4.5
2151163208,Ferd,CSE123,Phan tich du lieu lon,7.52
2151163209,Marketa,CSE123,Phan tich du lieu lon,9.3
2151163210,Ramon,CSE123,Phan tich du lieu lon,8.89
2151163211,Tristan,CSE123,Phan tich du lieu lon,0.21
2151163212,Tobiah,CSE123,Phan tich du lieu lon,1.89
2151163213,Kippie,CSE123,Phan tich du lieu lon,8.85
2151163214,Lonny,CSE123,Phan tich du lieu lon,6.03
2151163215,Hannie,CSE123,Phan tich du lieu lon,2.07
2151163216,Cordi,CSE123,Phan tich du lieu lon,0.12
2151163217,Horatio,CSE123,Phan tich du lieu lon,2.14
2151163218,Rourke,CSE123,Phan tich du lieu lon,9.04
2151163219,Peyter,CSE123,Phan tich du lieu lon,5.5
2151163220,Brendan,CSE123,Phan tich du lieu lon,1.42
2151163221,Malcolm,CSE123,Phan tich du lieu lon,9.79
2151163222,Karin,CSE123,Phan tich du lieu lon,5.49
2151163223,Arielle,CSE123,Phan tich du lieu lon,3.87
2151163224,Durward,CSE123,Phan tich du lieu lon,9.51
2151163225,Barbra,CSE123,Phan tich du lieu lon,5.93
2151163226,Dionysus,CSE123,Phan tich du lieu lon,9.13
2151163227,Lilia,CSE123,Phan tich du lieu lon,7.63
2151163228,Ingrim,CSE123,Phan tich du lieu lon,4.88
2151163229,Korry,CSE123,Phan tich du lieu lon,9.81
2151163230,Birgitta,CSE123,Phan tich du lieu lon,2.07
2151163231,Hagan,CSE123,Phan tich du lieu lon,8.42
2151163232,Giff,CSE123,Phan tich du lieu lon,2.4
2151163233,Trudie,CSE123,Phan tich du lieu lon,4.26
2151163234,Rica,CSE123,Phan tich du lieu lon,6.97
2151163235,Hilton,CSE123,Phan tich du lieu lon,3.86
2151163236,Nathalia,CSE123,Phan tich du lieu lon,6.89
2151163237,Tomaso,CSE123,Phan tich du lieu lon,8.96
2151163238,Ellary,CSE123,Phan tich du lieu lon,9.94
2151163239,Pinchas,CSE123,Phan tich du lieu lon,9.23
2151163240,Josefina,CSE123,Phan tich du lieu lon,1.1
2151163241,Price,CSE123,Phan tich du lieu lon,4.69
2151163242,Cris,CSE123,Phan tich du lieu lon,4.24
2151163243,Briggs,CSE123,Phan tich du lieu lon,6.16
2151163244,Aurora,CSE123,Phan tich du lieu lon,1.78
2151163245,Demetrius,CSE123,Phan tich du lieu lon,5.43
2151163246,Moyna,CSE123,Phan tich du lieu lon,1.02
2151163247,Paddie,CSE123,Phan tich du lieu lon,8.05
2151163248,Ophelia,CSE123,Phan tich du lieu lon,0.54
2151163249,Curtis,CSE123,Phan tich du lieu lon,6.88
2151163251,Mahalia,KT573,Quan tri Marketing,2.96
2151163252,Palmer,KT573,Quan tri Marketing,1.85
2151163253,Malia,KT573,Quan tri Marketing,4.54
2151163254,Brady,KT573,Quan tri Marketing,9.5
2151163255,Drugi,KT573,Quan tri Marketing,2.53
2151163256,Kirbee,KT573,Quan tri Marketing,9.12
2151163257,Hamish,KT573,Quan tri Marketing,0.37
2151163258,Lorry,KT573,Quan tri Marketing,3.7
2151163259,Melessa,KT573,Quan tri Marketing,1.39
2151163260,Loree,KT573,Quan tri Marketing,6.03
2151163261,Robbie,KT573,Quan tri Marketing,3.22
2151163262,Dwain,KT573,Quan tri Marketing,3.14
2151163263,Casar,KT573,Quan tri Marketing,5.99
2151163264,Lenard,KT573,Quan tri Marketing,9.58
2151163265,Annabelle,KT573,Quan tri Marketing,4.83
2151163266,Flem,KT573,Quan tri Marketing,3.89
2151163267,Raeann,KT573,Quan tri Marketing,5.96
2151163268,Brynn,KT573,Quan tri Marketing,3.75
2151163269,Morganica,KT573,Quan tri Marketing,8.77
2151163270,Ambrosio,KT573,Quan tri Marketing,4.83
2151163271,Margalit,KT573,Quan tri Marketing,5.72
2151163272,Lauren,KT573,Quan tri Marketing,6.18
2151163273,Jedediah,KT573,Quan tri Marketing,9.84
2151163274,Sharla,KT573,Quan tri Marketing,1.24
2151163275,Michell,KT573,Quan tri Marketing,5.18
2151163276,Archer,KT573,Quan tri Marketing,3.08
2151163277,Rodd,KT573,Quan tri Marketing,5.04
2151163278,Sydelle,KT573,Quan tri Marketing,7.46
2151163279,Susana,KT573,Quan tri Marketing,9.87
2151163280,Flor,KT573,Quan tri Marketing,8.9
2151163281,Chelsie,KT573,Quan tri Marketing,3.81
2151163282,Avram,KT573,Quan tri Marketing,3.43
2151163283,Romona,KT573,Quan tri Marketing,2.13
2151163284,Isaac,KT573,Quan tri Marketing,7.25
2151163285,Ethe,KT573,Quan tri Marketing,0.31
2151163286,Aymer,KT573,Quan tri Marketing,6.0
2151163287,Toddy,KT573,Quan tri Marketing,1.58
2151163288,Crawford,KT573,Quan tri Marketing,6.24
2151163289,Danyette,KT573,Quan tri Marketing,2.68
2151163290,Lacy,KT573,Quan tri Marketing,4.41
2151163291,Cooper,KT573,Quan tri Marketing,0.62
2151163292,Chryste,KT573,Quan tri Marketing,4.58
2151163293,May,KT573,Quan tri Marketing,8.36
2151163294,Sharline,KT573,Quan tri Marketing,2.8
2151163295,Dolph,KT573,Quan tri Marketing,1.62
2151163296,Garth,KT573,Quan tri Marketing,4.7
2151163297,Miguelita,KT573,Quan tri Marketing,5.36
2151163298,Fania,KT573,Quan tri Marketing,5.94
2151163299,Donn,KT573,Quan tri Marketing,2.12
2151163300,Cass,KT573,Quan tri Marketing,8.4
2151163301,Brit,KT573,Quan tri Marketing,3.13
2151163302,Margy,KT573,Quan tri Marketing,0.39
2151163303,Leonardo,KT573,Quan tri Marketing,5.97
2151163304,Milka,KT573,Quan tri Marketing,1.09
2151163305,Ava,KT573,Quan tri Marketing,4.16
2151163306,Risa,KT573,Quan tri Marketing,0.13
2151163307,Tami,KT573,Quan tri Marketing,0.08
2151163308,Gabriel,KT573,Quan tri Marketing,7.99
2151163309,Olva,KT573,Quan tri Marketing,5.38
2151163310,Johann,KT573,Quan tri Marketing,9.87
2151163311,Gae,KT573,Quan tri Marketing,2.69
2151163312,Sollie,KT573,Quan tri Marketing,3.76
2151163313,Jacklyn,KT573,Quan tri Marketing,8.72
2151163314,Zulema,KT573,Quan tri Marketing,9.1
2151163315,Freddy,KT573,Quan tri Marketing,5.58
2151163316,Andonis,KT573,Quan tri Marketing,1.79
2151163317,Alano,KT573,Quan tri Marketing,1.65
2151163318,Galvan,KT573,Quan tri Marketing,8.45
2151163319,Leelah,KT573,Quan tri Marketing,3.72
2151163320,Jules,KT573,Quan tri Marketing,1.07
2151163321,Katusha,KT573,Quan tri Marketing,9.78
2151163322,Marga,KT573,Quan tri Marketing,7.97
2151163323,Oliviero,KT573,Quan tri Marketing,8.53
